ID;TransactionNo;ItemName;CREATE_DATE;SETTLED;BuyingPrice;SellingPrice;Units;STATUS;TICKET_TYPE;SHIFT_ID;OWNER_ID;TERMINAL_ID;tax;SaleType;Customer;Discount
1288;860;pada car;2020-10-14 07:49:53;Yes;50.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1289;861;rolling pin;2020-10-14 07:57:46;Yes;50.00;70.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1290;862;rolling pin;2020-10-14 09:11:26;Yes;50.00;70.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1291;863;glass sets;2020-10-15 05:44:35;Yes;1200.00;1700.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1292;863;OK cup;2020-10-15 05:44:35;Yes;120.00;150.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1293;864;scrubber;2020-10-15 05:47:56;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1294;865;7 litres;2020-10-15 07:27:01;Yes;2500.00;3300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1295;866;silver guns;2020-10-15 08:31:44;Yes;70.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1296;867;jumping rope small;2020-10-15 08:35:10;Yes;40.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1297;868;chains;2020-10-16 02:58:39;Yes;20.00;100.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1298;868;Plastic Gratersmall;2020-10-16 02:58:40;Yes;80.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1299;868;scrubber;2020-10-16 02:58:40;Yes;30.00;50.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1300;869;kid goggles;2020-10-16 03:50:22;Yes;25.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1301;870;buckets;2020-10-16 05:29:31;Yes;450.00;600.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1302;871;6506;2020-10-16 07:21:48;Yes;80.00;120.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1303;871;6506;2020-10-16 07:21:48;Yes;80.00;120.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1304;872;sticker hanger;2020-10-16 08:26:56;Yes;60.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1305;872;tongs;2020-10-16 08:26:56;Yes;120.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1306;872;table mats;2020-10-16 08:26:56;Yes;650.00;850.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1307;873;table mats;2020-10-16 08:28:32;Yes;650.00;850.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1308;874;shaker;2020-10-16 09:10:56;Yes;17.00;50.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1309;875; lids big;2020-10-16 09:24:33;Yes;100.00;150.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1310;876;rings plain;2020-10-17 03:39:54;Yes;30.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1311;876;rings deco;2020-10-17 03:39:55;Yes;50.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1312;877;medium ball;2020-10-17 04:53:32;Yes;100.00;200.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1313;877;pada car;2020-10-17 04:53:32;Yes;50.00;100.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1314;878;rings deco;2020-10-17 05:02:22;Yes;50.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1315;878;rings plain;2020-10-17 05:02:22;Yes;30.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1316;879;shaker;2020-10-17 05:12:50;Yes;17.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1317;880;scrubber;2020-10-17 05:31:30;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1318;881;big ball;2020-10-17 06:09:20;Yes;200.00;300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1319;881;shaker;2020-10-17 06:09:20;Yes;17.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1320;882;Odinary bigthermos;2020-10-17 08:34:02;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1321;883;0rdinary kaulo plate;2020-10-17 08:57:21;Yes;34.00;50.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1324;886;Feeding kzh;2020-10-18 05:59:26;Yes;10.00;20.00;5;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1325;887;doublecoluor mabati;2020-10-18 07:28:30;Yes;270.00;325.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1326;888;diva plates;2020-10-18 08:39:04;Yes;141.00;183.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1327;889;rings deco;2020-10-19 02:14:16;No;50.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1328;890;mabati half;2020-10-19 03:44:44;No;50.00;100.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1329;891;mabati;2020-10-19 04:03:40;No;250.00;350.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1330;892;kenstar cup set;2020-10-19 06:02:22;No;300.00;380.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1331;893;Water gunsbig;2020-10-19 07:37:41;No;50.00;80.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1332;894;kichungi 4;2020-10-19 08:41:43;No;20.00;40.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1333;895;Jumping rope biggest;2020-10-20 02:51:16;Yes;70.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1334;896;Paradin big;2020-10-20 04:28:08;Yes;1875.00;2500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1335;896; lids small ;2020-10-20 04:28:08;Yes;60.00;100.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1336;897;Motor and Pestle;2020-10-20 06:10:48;Yes;400.00;600.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1337;898;scrubber;2020-10-20 08:09:23;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1338;899;Jumping rope biggest;2020-10-20 08:29:55;No;70.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1339;900;teaspoon;2020-10-21 03:53:49;Yes;10.00;20.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1340;900;feeding forks;2020-10-21 03:53:50;Yes;8.00;20.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1341;900; lids big;2020-10-21 03:53:50;Yes;100.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1342;900;Stainless thermos;2020-10-21 03:53:50;Yes;800.00;1100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1343;901;silver guns;2020-10-21 05:02:06;Yes;70.00;150.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1344;902;Luminac;2020-10-21 07:42:55;Yes;185.00;250.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1345;903;purse;2020-10-21 09:08:16;Yes;100.00;150.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1346;904;diva;2020-10-22 02:37:02;Yes;142.00;200.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1347;905;scrubber;2020-10-22 05:40:43;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1348;905;face;2020-10-22 05:40:43;Yes;16.00;30.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1349;905;doublecoluor mabati;2020-10-22 05:40:43;Yes;270.00;325.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1350;906;kichungi 4;2020-10-22 06:03:28;Yes;20.00;40.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1351;907;pada car;2020-10-22 06:04:07;Yes;50.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1352;908;net holder;2020-10-22 08:05:48;Yes;150.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1354;910;Sugar dish small;2020-10-22 08:57:58;Yes;350.00;500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1355;911;beautiful thermo;2020-10-23 03:35:29;Yes;700.00;1000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1356;912;Sieves kichungi;2020-10-23 05:26:04;Yes;100.00;130.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1357;912;kichungi 4;2020-10-23 05:26:04;Yes;20.00;40.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1358;913;face;2020-10-23 06:35:32;Yes;16.00;30.00;5;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1359;914;scrubber;2020-10-23 09:21:16;No;30.00;50.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1360;915;spray bottle;2020-10-24 07:10:28;Yes;170.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1361;916;0rdinary kaulo plate;2020-10-24 08:39:21;Yes;34.00;50.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1362;917;Odinary bigthermos;2020-10-25 04:36:49;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1363;918;metal bowl;2020-10-25 04:41:39;No;20.00;40.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1364;919;ordinary knife;2020-10-25 04:42:17;No;25.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1365;920;birika 6liters;2020-10-25 05:50:44;No;1000.00;1300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1366;921;Odinary bigthermos;2020-10-25 07:31:04;No;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1367;922; lids small ;2020-10-26 00:02:55;Yes;60.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1368;922;calabash;2020-10-26 00:02:55;Yes;380.00;500.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1369;923;small door mats;2020-10-26 03:08:42;Yes;160.00;250.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1370;924;sticker hanger;2020-10-26 04:42:49;Yes;60.00;150.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1371;925;silver guns;2020-10-26 04:44:43;Yes;70.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1372;926;electric stainless;2020-10-26 06:15:26;Yes;3600.00;4200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1373;927;big lid cup;2020-10-26 06:17:24;Yes;210.00;300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1374;928;table cover big;2020-10-26 08:31:40;Yes;130.00;180.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1375;929;towel 7;2020-10-26 09:08:46;Yes;500.00;700.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1376;930;medium ball;2020-10-27 03:40:07;Yes;100.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1377;931;7 litres;2020-10-27 06:24:05;Yes;2500.00;3300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1378;932;disco watch;2020-10-27 06:39:16;Yes;25.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1379;933;bucket 15L;2020-10-27 07:23:02;Yes;130.00;150.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1380;933;pegs;2020-10-27 07:23:02;Yes;6.00;20.00;5;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1381;934;mosquito;2020-10-27 07:48:49;Yes;1800.00;2300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1382;935;Signature;2020-10-27 08:51:21;Yes;500.00;840.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1383;935;spiral small;2020-10-27 08:51:21;No;125.00;167.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1384;936;skimmer small;2020-10-28 00:33:07;Yes;100.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1385;937;medium ball;2020-10-28 00:50:43;Yes;100.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1386;938;Speed car;2020-10-28 02:14:24;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1387;939;scrubber;2020-10-28 05:26:08;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1388;940;luminarc cups;2020-10-28 06:37:33;Yes;200.00;250.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1389;940;skimmer small;2020-10-28 06:37:33;Yes;100.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1390;941;mwiko;2020-10-28 06:47:54;Yes;20.00;30.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1391;941;bucket 15L;2020-10-28 06:47:54;Yes;130.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1392;941;pegs;2020-10-28 06:47:54;Yes;6.00;20.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1393;942;bucket 15L;2020-10-28 08:06:11;Yes;130.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1395;944;disluck;2020-10-29 01:04:48;Yes;650.00;1000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1396;945;kenstar cup set;2020-10-29 02:22:58;Yes;300.00;380.00;8;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1397;945;silver guns;2020-10-29 02:22:58;Yes;70.00;150.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1398;946;scrubber;2020-10-29 02:26:31;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1399;947;Small doll;2020-10-29 03:44:59;Yes;85.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1400;947;kid goggles;2020-10-29 03:44:59;Yes;25.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1401;947;net mats;2020-10-29 03:44:59;Yes;42.00;50.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1402;948;kitchen mediumknife;2020-10-29 06:36:06;Yes;100.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1403;948;kitchen;2020-10-29 06:36:06;Yes;80.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1404;948;Plastic Gratersmall;2020-10-29 06:36:07;Yes;80.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1405;948;face;2020-10-29 06:36:07;Yes;16.00;30.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1406;949;vegetable cutter big;2020-10-29 08:33:39;Yes;1500.00;2200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1407;950;Speed car;2020-10-29 08:36:53;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1408;951;cup set;2020-10-29 09:02:01;Yes;300.00;500.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1409;952;Odinary bigthermos;2020-10-30 04:12:23;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1410;953;Stainless thermos;2020-10-30 05:40:15;Yes;800.00;1100.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1411;954;sufuria 7;2020-10-30 07:02:45;Yes;500.00;700.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1412;955;Odinary bigthermos;2020-10-30 08:42:57;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1413;955;mwiko;2020-10-30 08:42:57;Yes;20.00;30.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1414;956;rolling pin;2020-10-30 08:46:33;Yes;50.00;70.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1415;956;scrubber;2020-10-30 08:46:33;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1416;957;Butcher Knife;2020-10-31 00:30:34;No;200.00;300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1417;958;OK cup;2020-10-31 00:36:37;No;120.00;150.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1418;958;disluck;2020-10-31 00:36:37;No;650.00;1000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1419;959;face;2020-10-31 03:15:48;No;16.00;30.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1420;960;glass plate;2020-10-31 04:09:57;No;59.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1421;961;duvet;2020-10-31 07:10:17;No;1400.00;2300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1422;962;ordinary chapatipan;2020-10-31 07:16:46;No;450.00;550.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1423;962;feeding forks;2020-10-31 07:16:46;No;8.00;20.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1424;962;Feeding kzh;2020-10-31 07:16:47;No;10.00;20.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1425;962;mellaware plates;2020-10-31 07:16:47;No;120.00;150.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1426;962;rolling pin;2020-10-31 07:16:47;No;50.00;70.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1427;963;rolling pin;2020-10-31 07:19:46;No;50.00;70.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1428;963;mellaware plates;2020-10-31 07:19:46;No;120.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1429;963;feeding forks;2020-10-31 07:19:46;No;8.00;20.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1430;963;Feeding kzh;2020-10-31 07:19:46;No;10.00;20.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1431;963;capuccino;2020-10-31 07:19:46;No;100.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1432;963;ordinary chapatipan;2020-10-31 07:19:46;No;450.00;550.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1433;964;rolling pin;2020-10-31 07:22:54;No;50.00;70.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1434;964;mellaware plates;2020-10-31 07:22:54;No;120.00;150.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1435;964;feeding forks;2020-10-31 07:22:54;No;8.00;20.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1436;964;Feeding kzh;2020-10-31 07:22:54;No;10.00;20.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1437;964;ordinary chapatipan;2020-10-31 07:22:54;No;450.00;550.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1438;964;capuccino;2020-10-31 07:22:54;No;100.00;150.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1439;965;umb 30;2020-10-31 07:23:31;No;300.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1440;966;shaker;2020-10-31 09:34:28;No;17.00;50.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1441;967;Water gunsbig;2020-11-01 04:54:41;Yes;50.00;80.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1442;968;2308-10;2020-11-01 05:23:34;Yes;125.00;150.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1443;968;kitchen mediumknife;2020-11-01 05:23:34;Yes;100.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1444;969;Odinary smallthermos;2020-11-01 05:50:06;Yes;290.00;350.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1445;970;kenstar cup set;2020-11-01 06:09:08;Yes;300.00;380.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1446;970;0rdinary kaulo plate;2020-11-01 06:09:08;Yes;34.00;50.00;12;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1447;971;big ball;2020-11-01 07:14:45;Yes;200.00;300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1448;972;towel 5;2020-11-01 08:10:42;Yes;250.00;500.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1449;973;clear;2020-11-02 02:20:05;Yes;160.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1450;974;lyons  gas;2020-11-02 06:37:23;Yes;3000.00;4500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1451;975;net mats;2020-11-02 07:09:04;Yes;42.00;50.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1452;976;sinia smallstainless;2020-11-02 07:43:54;Yes;120.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1453;976;smallest traymella;2020-11-02 07:43:54;Yes;100.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1455;978;big ball;2020-11-03 02:41:03;Yes;200.00;300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1456;979;stainless 15;2020-11-03 05:05:43;Yes;800.00;1100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1457;980;Serving spoon;2020-11-03 05:07:13;Yes;70.00;250.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1458;981;OK cup;2020-11-04 00:54:13;Yes;120.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1459;982;rolling pin;2020-11-04 07:23:22;Yes;50.00;70.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1460;982;pegs;2020-11-04 07:23:22;Yes;6.00;20.00;5;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1461;983;tenniss;2020-11-04 07:31:27;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1462;984;ordinary chapatipan;2020-11-05 00:44:37;Yes;450.00;550.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1463;985;Odinary bigthermos;2020-11-05 02:00:18;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1464;986;freedom pan;2020-11-05 02:33:57;Yes;400.00;600.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1465;986;26cm pan granite;2020-11-05 02:33:57;Yes;1500.00;1800.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1466;986;Paradin small;2020-11-05 02:33:57;Yes;5500.00;7000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1467;986;ramtons  gas;2020-11-05 02:33:57;Yes;4000.00;5000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1468;987;door;2020-11-05 03:14:56;Yes;350.00;500.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1469;988;key holder;2020-11-05 05:19:12;Yes;60.00;100.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1470;988;kitchen;2020-11-05 05:19:12;Yes;80.00;150.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1471;989;Mexxi 1.3 thermos;2020-11-05 06:21:09;Yes;1700.00;2000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1472;989;proffesional small;2020-11-05 06:21:09;Yes;200.00;250.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1473;990;glass;2020-11-05 07:24:16;Yes;100.00;150.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1475;991;kenstar cup set;2020-11-05 08:08:19;Yes;300.00;380.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1476;991;grater simple;2020-11-05 08:08:19;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1477;991;sundabest s plate;2020-11-05 08:08:19;Yes;134.00;175.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1478;991;face;2020-11-05 08:08:20;Yes;16.00;30.00;2;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1479;991;double rack;2020-11-05 08:08:20;Yes;650.00;900.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1480;992;smallest traymella;2020-11-05 08:26:15;Yes;100.00;150.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1481;993;ordinary cups;2020-11-06 02:08:38;Yes;42.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1482;993;Redberry;2020-11-06 02:08:38;Yes;450.00;600.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1483;994;Redberry;2020-11-06 02:09:44;Yes;450.00;600.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1484;994;ordinary cups;2020-11-06 02:09:44;Yes;42.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1485;995;luminarc flowered;2020-11-06 02:51:27;Yes;216.00;250.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1486;995;luminarc cups;2020-11-06 02:51:27;Yes;200.00;250.00;6;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1487;995;signature 3 in 1;2020-11-06 02:51:27;Yes;3000.00;3700.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1488;996;uteo small;2020-11-06 04:43:11;Yes;130.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1489;997;Odinary smallthermos;2020-11-06 05:46:30;Yes;290.00;350.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1490;998;bucket 20L;2020-11-06 07:29:41;Yes;150.00;200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1491;999;vegetable cutter big;2020-11-06 07:30:47;No;1500.00;2200.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1492;1000;goggles;2020-11-06 08:16:30;Yes;100.00;200.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1493;1001;kitchen;2020-11-06 08:22:21;No;80.00;150.00;1;\N;\N;\N;1;\N;0;Cash Sale;\N;\N
1494;1002;Odinary bigthermos;2020-11-07 00:47:19;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1495;1003;kenstar cup set;2020-11-07 03:03:20;Yes;300.00;380.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1496;1004;big ball;2020-11-07 03:55:50;Yes;200.00;300.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1497;1005;scrubber;2020-11-07 05:44:37;Yes;30.00;50.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1499;1007;Water gunsbig;2020-11-07 06:07:10;Yes;50.00;80.00;3;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1500;1008;Odinary bigthermos;2020-11-07 06:13:55;Yes;350.00;450.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
1501;1009;Stainless Kettle;2020-11-07 06:49:57;Yes;1300.00;2000.00;1;\N;\N;\N;7;\N;0;Cash Sale;\N;\N
